image_threshold,border_margin,min_area,morphology_kernel,merge_distance,fp_rate,fp_count,avg_fp_pixels,avg_fp_regions,passes_fp_constraint
2.06,3,25,3,15.0,0.0244,1,47.15,0.122,True
